Voltage,ROAMES_Conductor_Id,ROAMES_Span_Id,ROAMES_Bay_Id,Last_Capture_Timestamp,name,altitudeMode,WKT
6.6kV,74088303,35500935,7498640,Sep 17 2021  1:26AM,ROAMES Conductor Id: 74088303,absolute,"LINESTRING Z (115.51824753977591 -28.539795131657634 282.796220357248, 115.51824497105524 -28.539758705689948 282.473626552878, 115.51824240233573 -28.539722279721985 282.195779267645, 115.5182398336174 -28.539685853753955 281.96264467543, 115.51823726490022 -28.539649427785744 281.774194393596, 115.51823469618424 -28.539613001817283 281.630405479533, 115.51823212746943 -28.539576575848727 281.531260427864, 115.51822955875579 -28.539540149880008 281.476747168319, 115.51822699004335 -28.539503723911018 281.466859064258, 115.51822442133204 -28.539467297941957 281.501594911868, 115.51822185262193 -28.539430871972716 281.580958940015)"
6.6kV,74088304,35500935,7498640,Sep 17 2021  1:26AM,ROAMES Conductor Id: 74088304,absolute,"LINESTRING Z (115.51823776352578 -28.539797283965363 282.968632415528, 115.51823513103304 -28.539760672605485 282.672669103374, 115.51823249854151 -28.539724061245426 282.417294722765, 115.51822986605123 -28.539687449885296 282.202483931815, 115.51822723356216 -28.53965083852488 282.028215413936, 115.5182246010743 -28.539614227164304 281.894471875722, 115.51822196858765 -28.539577615803555 281.801240045232, 115.51821933610226 -28.53954100444263 281.748510670676, 115.51821670361807 -28.53950439308153 281.736278519494, 115.51821407113509 -28.539467781720248 281.764542377836, 115.51821143865337 -28.5394311703588 281.833305050447)"
6.6kV,74088553,35501075,7498520,Sep 17 2021  1:26AM,ROAMES Conductor Id: 74088553,absolute,"LINESTRING Z (115.51820154798764 -28.539431453920493 281.597758526707, 115.51820105771574 -28.53939110236637 281.485514449095, 115.51820056744351 -28.539350750812112 281.422335242159, 115.51820007717092 -28.53931039925755 281.408213302721, 115.51819958689792 -28.53927004770285 281.443146931303, 115.51819909662463 -28.53922969614785 281.527140331925, 115.51819860635094 -28.53918934459262 281.660203612607, 115.5181981160769 -28.539148993037273 281.842352786588, 115.51819762580251 -28.539108641481597 282.073609774252, 115.51819713552777 -28.539068289925808 282.354002405766, 115.51819664525267 -28.539027938369706 282.683564424429)"
6.6kV,74088554,35501075,7498520,Sep 17 2021  1:26AM,ROAMES Conductor Id: 74088554,absolute,"LINESTRING Z (115.51821205196944 -28.53943115282208 281.892451699193, 115.5182114269981 -28.539390784445086 281.827109155803, 115.51821080202652 -28.539350416067776 281.800555542945, 115.51821017705467 -28.539310047690257 281.812788864677, 115.51820955208257 -28.5392696793126 281.863810040534, 115.51820892711024 -28.539229310934743 281.953622905605, 115.51820830213764 -28.539188942556564 282.082234210818, 115.51820767716477 -28.539148574178178 282.249653623447, 115.51820705219166 -28.53910820579966 282.45589372784, 115.51820642721829 -28.539067837420838 282.700970026365, 115.51820580224465 -28.539027469041876 282.984900940574)"
6.6kV,74088555,35501075,7498520,Sep 17 2021  1:26AM,ROAMES Conductor Id: 74088555,absolute,"LINESTRING Z (115.51822130830573 -28.539430887523977 281.640831496397, 115.51822062950271 -28.53939050099457 281.563394014766, 115.51821995069949 -28.539350114465037 281.525746850336, 115.51821927189604 -28.539309727935215 281.527887028255, 115.5182185930924 -28.53926934140516 281.569814717638, 115.51821791428854 -28.539228954874897 281.651533231581, 115.51821723548444 -28.53918856834441 281.773049027421, 115.51821655668016 -28.539148181813715 281.934371707248, 115.51821587787565 -28.539107795282895 282.135514018661, 115.51821519907092 -28.539067408751766 282.376491855779, 115.51821452026597 -28.539027022220417 282.657324260496)"
6.6kV,74088630,35501117,7485711,Sep 17 2021  1:26AM,ROAMES Conductor Id: 74088630,absolute,"LINESTRING Z (115.52037396710988 -28.539957885074745 280.6531813475, 115.52031998284005 -28.539953355902274 280.541715972601, 115.52026599857588 -28.53994882670849 280.467187330646, 115.52021201431732 -28.53994429749341 280.42959181156, 115.52015803006441 -28.53993976825704 280.428927594263, 115.5201040458171 -28.53993523899926 280.465194646579, 115.52005006157545 -28.53993070972027 280.538394725241, 115.51999607733944 -28.539926180419982 280.64853137597, 115.51994209310902 -28.539921651098393 280.795609933651, 115.51988810888426 -28.539917121755497 280.979637522586, 115.51983412466512 -28.539912592391293 281.200623056845)"
6.6kV,74088631,35501117,7485711,Sep 17 2021  1:26AM,ROAMES Conductor Id: 74088631,absolute,"LINESTRING Z (115.52037475754395 -28.539950537806536 280.880539020861, 115.52032074710195 -28.53994599653677 280.80830282335, 115.52026673666558 -28.539941455245685 280.758592952645, 115.52021272623487 -28.53993691393328 280.731408513919, 115.52015871580979 -28.53993237259955 280.726749017826, 115.52010470539038 -28.539927831244412 280.74461438049, 115.5200506949766 -28.53992328986804 280.785004923506, 115.51999668456844 -28.539918748470328 280.847921373942, 115.51994267416596 -28.539914207051307 280.933364864357, 115.51988866376912 -28.539909665610967 281.041336932816, 115.51983465337793 -28.539905124149303 281.171839522921)"
6.6kV,74088632,35501117,7485711,Sep 17 2021  1:26AM,ROAMES Conductor Id: 74088632,absolute,"LINESTRING Z (115.52037569961735 -28.53994184456494 280.822742535738, 115.52032165837262 -28.539937277078177 280.681394400762, 115.52026761713356 -28.539932709570063 280.578640514446, 115.5202135759002 -28.53992814204059 280.514475456165, 115.52015953467252 -28.539923574489787 280.488895840986, 115.52010549345049 -28.539919006917632 280.501900319496, 115.52005145223416 -28.539914439324132 280.553489577725, 115.5199974110235 -28.539909871709284 280.643666337188, 115.5199433698185 -28.539905304073088 280.772435355026, 115.5198893286192 -28.539900736415547 280.939803424254, 115.51983528742555 -28.539896168736664 281.145779374125)"
6.6kV,74088786,35501194,7498642,Sep 17 2021  1:26AM,ROAMES Conductor Id: 74088786,absolute,"LINESTRING Z (115.51856234002418 -28.53982613571419 281.48437008822, 115.51853003834685 -28.53982386337582 281.668704264935, 115.51849773667128 -28.539821591029796 281.864813736281, 115.51846543499747 -28.539819318676063 282.072701197085, 115.51843313332539 -28.539817046314777 282.292369504018, 115.51840083165504 -28.539814773945864 282.523821675637, 115.51836852998649 -28.5398125015693 282.767060892429, 115.51833622831965 -28.539810229185107 283.022090496846, 115.51830392665458 -28.539807956793283 283.288913993364, 115.51827162499126 -28.53980568439382 283.567535048518, 115.51823932332967 -28.539803411986618 283.857957490962)"
6.6kV,74088787,35501194,7498642,Sep 17 2021  1:26AM,ROAMES Conductor Id: 74088787,absolute,"LINESTRING Z (115.51856237706207 -28.539816098357665 281.45332917874, 115.51853010672033 -28.53981409411181 281.670652530657, 115.5184978363802 -28.539812089858327 281.895723461769, 115.51846556604167 -28.539810085597207 282.128543313704, 115.5184332957047 -28.539808081328466 282.369113474283, 115.51840102536933 -28.53980607705201 282.617435377523, 115.51836875503554 -28.539804072768014 282.873510503652, 115.51833648470333 -28.539802068476384 283.13734037911, 115.51830421437269 -28.53980006417715 283.408926576567, 115.51827194404366 -28.539798059870265 283.688270714923, 115.51823967371621 -28.539796055555758 283.975374459327)"
6.6kV,74088788,35501194,7498642,Sep 17 2021  1:26AM,ROAMES Conductor Id: 74088788,absolute,"LINESTRING Z (115.51856240386381 -28.539808824192267 281.450100768218, 115.51853017091774 -28.539806705914575 281.657306798969, 115.51849793797336 -28.539804587629273 281.870140114776, 115.51846570503061 -28.539802469336365 282.088601386409, 115.51843347208953 -28.53980035103584 282.312691302378, 115.51840123915008 -28.53979823272781 282.54241056893, 115.51836900621231 -28.53979611441208 282.777759910055, 115.51833677327615 -28.53979399608874 283.018740067486, 115.51830454034169 -28.539791877757793 283.265351800703, 115.51827230740885 -28.539789759419243 283.517595886935, 115.51824007447767 -28.53978764107317 283.775473121161)"
6.6kV,74088806,35501205,7498649,Sep 17 2021  1:26AM,ROAMES Conductor Id: 74088806,absolute,"LINESTRING Z (115.5190200075 -28.539858004290917 280.855438234673, 115.51897424065746 -28.539854837602867 280.803587170789, 115.51892847381838 -28.539851670899477 280.777890297391, 115.51888270698278 -28.53984850418076 280.778346743483, 115.51883694015063 -28.539845337446717 280.804956524537, 115.51879117332196 -28.53984217069734 280.857720542491, 115.51874540649676 -28.53983900393271 280.936640585784, 115.51869963967502 -28.539835837152673 281.041719329413, 115.51865387285675 -28.539832670357303 281.172960335025, 115.51860810604194 -28.5398295035466 281.330368051038, 115.51856233923061 -28.539826336720555 281.513947812792)"
6.6kV,74088807,35501205,7498649,Sep 17 2021  1:26AM,ROAMES Conductor Id: 74088807,absolute,"LINESTRING Z (115.51902017536165 -28.539849396760204 280.965861061788, 115.51897439496973 -28.539846213806058 281.018631092867, 115.5189286145813 -28.539843030836668 281.074095867929, 115.51888283419636 -28.539839847851848 281.132255406914, 115.5188370538149 -28.53983666485169 281.193109730736, 115.5187912734369 -28.539833481836194 281.256658861276, 115.51874549306243 -28.53983029880535 281.322902821383, 115.5186997126914 -28.539827115759262 281.391841634878, 115.51865393232386 -28.539823932697733 281.463475326546, 115.51860815195981 -28.539820749620876 281.537803922145, 115.51856237159927 -28.53981756652867 281.614827448402)"
6.6kV,74088808,35501205,7498649,Sep 17 2021  1:26AM,ROAMES Conductor Id: 74088808,absolute,"LINESTRING Z (115.5190203327739 -28.53984132343785 280.885721523552, 115.51897453964988 -28.539838134634536 280.773072798449, 115.51892874652934 -28.539834945815784 280.698768911806, 115.51888295341227 -28.539831756981762 280.662804458706, 115.5188371602987 -28.539828568132396 280.665176823068, 115.51879136718861 -28.539825379267597 280.70588617746, 115.51874557408205 -28.53982219038754 280.784935483109, 115.51869978097893 -28.539819001492127 280.90233049012, 115.51865398787932 -28.539815812581285 281.058079737889, 115.51860819478318 -28.53981262365518 281.252194555732, 115.51856240169055 -28.53980943471372 281.484689063699)"
6.6kV,74088987,35501278,7501410,Sep 17 2021  1:26AM,ROAMES Conductor Id: 74088987,absolute,"LINESTRING Z (115.51781489420159 -28.53975763694217 282.922777170132, 115.51785741291992 -28.539760622602376 282.879011223827, 115.51789993164134 -28.539763608249338 282.86508234829, 115.51794245036572 -28.539766593883076 282.880989831728, 115.51798496909316 -28.539769579503584 282.926734487046, 115.51802748782363 -28.53977256511085 283.002318651887, 115.51807000655712 -28.5397755507049 283.107746188753, 115.51811252529365 -28.5397785362857 283.243022485202, 115.5181550440332 -28.53978152185328 283.408154454123, 115.51819756277578 -28.539784507407624 283.603150534091, 115.51824008152138 -28.539787492948747 283.828020689796)"
6.6kV,74088988,35501278,7501410,Sep 17 2021  1:26AM,ROAMES Conductor Id: 74088988,absolute,"LINESTRING Z (115.51781401162833 -28.539765430106115 283.096388577297, 115.51785658703156 -28.53976829932921 283.023850847047, 115.51789916243773 -28.53977116853894 282.988175608861, 115.51794173784684 -28.5397740377355 282.989360086435, 115.51798431325889 -28.539776906918775 283.027404371946, 115.51802688867389 -28.539779776088782 283.102311426062, 115.51806946409182 -28.539782645245534 283.21408707817, 115.5181120395127 -28.539785514389006 283.362740026831, 115.51815461493652 -28.539788383519205 283.548281840457, 115.51819719036325 -28.539791252636043 283.77072695821, 115.51823976579297 -28.539794121739707 284.030092691125)"
6.6kV,74088989,35501278,7501410,Sep 17 2021  1:26AM,ROAMES Conductor Id: 74088989,absolute,"LINESTRING Z (115.51781306400149 -28.5397737981605 282.927914166064, 115.5178556899413 -28.5397767589796 282.891229815495, 115.51789831588414 -28.539779719785383 282.882921765893, 115.51794094182999 -28.539782680577787 282.902989635126, 115.51798356777886 -28.539785641356993 282.951434346228, 115.51802619373076 -28.53978860212281 283.028258127445, 115.51806881968567 -28.53979156287541 283.133464512335, 115.5181114456436 -28.539794523614713 283.267058339935, 115.51815407160453 -28.539797484340617 283.429045754979, 115.5181966975685 -28.539800445053324 283.619434208182, 115.51823932353548 -28.539803405752725 283.838232456585)"
6.6kV,74088999,35501284,7498648,Sep 17 2021  1:26AM,ROAMES Conductor Id: 74088999,absolute,"LINESTRING Z (115.51902033528694 -28.53984119619105 280.863196317202, 115.51906117334266 -28.539844156032 280.696464305168, 115.51910201140127 -28.53984711586075 280.555532228061, 115.51914284946272 -28.539850075677297 280.440394259381, 115.51918368752706 -28.539853035481638 280.351045639019, 115.51922452559427 -28.53985599527378 280.287482673071, 115.51926536366433 -28.539858955053706 280.249702733674, 115.51930620173724 -28.53986191482145 280.237704258909, 115.51934703981301 -28.539864874576967 280.251486752725, 115.51938787789167 -28.539867834320216 280.291050784928, 115.51942871597318 -28.539870794051325 280.356397991198)"
6.6kV,74089000,35501284,7498648,Sep 17 2021  1:26AM,ROAMES Conductor Id: 74089000,absolute,"LINESTRING Z (115.5190201743398 -28.539849445464025 281.042382486768, 115.51906088645823 -28.539852418220367 280.952959101958, 115.51910159857955 -28.53985539096459 280.870496969211, 115.51914231070371 -28.539858363696684 280.794995838568, 115.51918302283075 -28.539861336416735 280.72645548117, 115.51922373496063 -28.539864309124564 280.664875689258, 115.5192644470934 -28.53986728182028 280.610256276172, 115.51930515922902 -28.53987025450386 280.562597076349, 115.5193458713675 -28.539873227175313 280.521897945325, 115.51938658350885 -28.539876199834644 280.488158759732, 115.51942729565306 -28.539879172481932 280.4613794173)"
6.6kV,74089001,35501284,7498648,Sep 17 2021  1:26AM,ROAMES Conductor Id: 74089001,absolute,"LINESTRING Z (115.51902001319608 -28.539857719108117 280.843968924144, 115.51906058576986 -28.539860782822828 280.72864127889, 115.51910115834659 -28.53986384652559 280.625900990003, 115.51914173092622 -28.539866910216308 280.535747033007, 115.5191823035088 -28.5398699738949 280.458178508928, 115.51922287609426 -28.539873037561534 280.39319464429, 115.51926344868268 -28.53987610121613 280.340794791105, 115.51930402127401 -28.539879164858597 280.300978426867, 115.51934459386823 -28.539882228489102 280.273745154546, 115.5193851664654 -28.539885292107574 280.259094702584, 115.5194257390655 -28.539888355713906 280.257026924894)"
6.6kV,74095175,35506361,7498636,Sep 17 2021  1:26AM,ROAMES Conductor Id: 74095175,absolute,"LINESTRING Z (115.51698469478502 -28.539715049735314 282.954469925643, 115.51694391745839 -28.539711910534532 282.77482699255, 115.51690314013479 -28.53970877132148 282.623394178308, 115.51686236281417 -28.539705632096275 282.500163983863, 115.51682158549654 -28.539702492858915 282.405130306773, 115.51678080818192 -28.539699353609375 282.338288440908, 115.51674003087028 -28.539696214347682 282.299635076214, 115.51669925356164 -28.539693075073828 282.28916829855, 115.51665847625604 -28.539689935787806 282.306887589595, 115.51661769895338 -28.539686796489633 282.35279382682, 115.51657692165375 -28.53968365717938 282.426889283532)"
6.6kV,74095176,35506361,7498636,Sep 17 2021  1:26AM,ROAMES Conductor Id: 74095176,absolute,"LINESTRING Z (115.51698514151303 -28.53970649435825 283.176069195633, 115.51694445919306 -28.539703248173968 282.950419274651, 115.51690377687613 -28.53970000197749 282.756633378437, 115.51686309456227 -28.539696755769015 282.59469922611, 115.5168224122515 -28.539693509548332 282.464606555344, 115.5167817299438 -28.53969026331564 282.366347121718, 115.51674104763917 -28.53968701707076 282.299914698192, 115.51670036533761 -28.539683770813863 282.265305074715, 115.51665968303911 -28.539680524544778 282.262516057957, 115.51661900074369 -28.53967727826368 282.291547471166, 115.51657831845135 -28.539674031970392 282.352401154164)"
6.6kV,74095177,35506361,7498636,Sep 17 2021  1:26AM,ROAMES Conductor Id: 74095177,absolute,"LINESTRING Z (115.51698559541656 -28.539697803218285 282.938391574994, 115.51694500692618 -28.539694466689117 282.744157121324, 115.5169044184389 -28.539691130147986 282.576922538026, 115.5168638299548 -28.539687793594716 282.436680178838, 115.51682324147382 -28.539684457029406 282.323423631626, 115.51678265299596 -28.539681120452055 282.237147718102, 115.51674206452122 -28.53967778386276 282.177848493574, 115.51670147604962 -28.539674447261316 282.145523246778, 115.51666088758118 -28.539671110647838 282.140170499744, 115.51662029911583 -28.539667774022305 282.161790007736, 115.51657971065364 -28.539664437384733 282.210382759237)"
6.6kV,74095222,35506377,7498840,Sep 17 2021  1:26AM,ROAMES Conductor Id: 74095222,absolute,"LINESTRING Z (115.51382569051773 -28.541995351736432 292.88380799787, 115.51386417497 -28.54196566279225 292.50855784567, 115.51390265940078 -28.54193597383623 292.172694408486, 115.51394114381007 -28.541906284868464 291.876196953877, 115.51397962819794 -28.541876595888755 291.619047179417, 115.51401811256432 -28.54184690689722 291.401229211564, 115.51405659690923 -28.54181721789384 291.222729604678, 115.51409508123267 -28.54178752887861 291.083537340198, 115.51413356553464 -28.541757839851645 290.983643825954, 115.51417204981514 -28.541728150812745 290.923042895641, 115.51421053407418 -28.541698461762003 290.901730808437)"
6.6kV,74095223,35506377,7498840,Sep 17 2021  1:26AM,ROAMES Conductor Id: 74095223,absolute,"LINESTRING Z (115.5138195406739 -28.54198913581607 293.246993793947, 115.51385808741266 -28.541959392375052 292.806627619654, 115.5138966341299 -28.54192964892224 292.42177033442, 115.51393518082558 -28.541899905457555 292.092374994475, 115.51397372749972 -28.541870161980906 291.818401421134, 115.51401227415234 -28.541840418492463 291.5998161959, 115.51405082078341 -28.541810674992053 291.436592656383, 115.51408936739293 -28.54178093147985 291.328710893052, 115.51412791398089 -28.54175118795578 291.276157746803, 115.51416646054732 -28.54172144441973 291.278926807357, 115.5142050070922 -28.541691700871894 291.337018412476)"
6.6kV,74095224,35506377,7498840,Sep 17 2021  1:26AM,ROAMES Conductor Id: 74095224,absolute,"LINESTRING Z (115.51381348673785 -28.54198302029874 292.948576793299, 115.51385209302944 -28.5419532207412 292.558420753376, 115.51389069929945 -28.541923421171738 292.21040791105, 115.51392930554785 -28.541893621590468 291.904513847244, 115.51396791177463 -28.541863821997172 291.640717098232, 115.5140065179798 -28.54183402239206 291.418999154143, 115.51404512416332 -28.541804222774946 291.239344457652, 115.51408373032523 -28.541774423146002 291.101740402896, 115.51412233646555 -28.541744623505053 291.006177334588, 115.51416094258423 -28.54171482385228 290.952648547336, 115.51419954868128 -28.541685024187505 290.941150285177)"
6.6kV,74095254,35506391,7541009,Sep 17 2021  1:26AM,ROAMES Conductor Id: 74095254,absolute,"LINESTRING Z (115.51617791121565 -28.539655823235403 283.771517980375, 115.51612917951236 -28.53965256401972 283.506731356181, 115.5160804478129 -28.53964930478655 283.300623285285, 115.51603171611728 -28.539646045536088 283.153162812435, 115.51598298442546 -28.539642786268157 283.06432779063, 115.51593425273751 -28.53963952698283 283.03410487779, 115.51588552105336 -28.539636267680216 283.062489534753, 115.51583678937305 -28.539633008360116 283.149486024595, 115.51578805769658 -28.539629749022726 283.295107413266, 115.51573932602393 -28.539626489667864 283.499375571559, 115.5156905943551 -28.539623230295614 283.762321178388)"
6.6kV,74095255,35506391,7541009,Sep 17 2021  1:26AM,ROAMES Conductor Id: 74095255,absolute,"LINESTRING Z (115.51618054071733 -28.539639270816235 283.823578276985, 115.51613167914434 -28.53963609283454 283.531510655249, 115.51608281757511 -28.53963291483526 283.300600520547, 115.51603395600965 -28.5396297368186 283.130810409551, 115.51598509444798 -28.539626558784448 283.022112775167, 115.51593623289006 -28.53962338073272 282.974489982069, 115.51588737133591 -28.539620202663613 282.98793430384, 115.51583850978554 -28.539617024576938 283.062447921712, 115.51578964823891 -28.539613846472868 283.198042924927, 115.51574078669607 -28.539610668351212 283.394741312695, 115.51569192515697 -28.539607490212173 283.652574997761)"
6.6kV,74095256,35506391,7541009,Sep 17 2021  1:26AM,ROAMES Conductor Id: 74095256,absolute,"LINESTRING Z (115.5161791049669 -28.539648308427626 284.080204715172, 115.51613030946937 -28.539645156582708 283.8206977769, 115.51608151397559 -28.53964200472027 283.611097769133, 115.51603271848552 -28.539638852840483 283.451381970446, 115.5159839229992 -28.53963570094326 283.34153306705, 115.51593512751663 -28.539632549028607 283.281539150914, 115.51588633203778 -28.53962939709652 283.271393718473, 115.51583753656267 -28.539626245146987 283.311095669924, 115.5157887410913 -28.539623093180023 283.400649309108, 115.51573994562368 -28.53961994119563 283.540064343973, 115.51569115015977 -28.539616789193705 283.729355887629)"
6.6kV,74095283,35506400,7501733,Sep 17 2021  1:26AM,ROAMES Conductor Id: 74095283,absolute,"LINESTRING Z (115.51739530776919 -28.539727175401385 283.005531465931, 115.51743726959056 -28.539730244122556 282.879446571572, 115.51747923141497 -28.53973331283084 282.778590563402, 115.51752119324242 -28.539736381526154 282.702959662777, 115.5175631550729 -28.539739450208675 282.652551036133, 115.51760511690644 -28.53974251887831 282.627362794873, 115.51764707874302 -28.53974558753506 282.627393995303, 115.51768904058264 -28.53974865617893 282.65264463859, 115.51773100242531 -28.53975172480991 282.70311567077, 115.51777296427103 -28.539754793428017 282.778808982774, 115.51781492611981 -28.539757862033138 282.879727410508)"
6.6kV,74095284,35506400,7501733,Sep 17 2021  1:26AM,ROAMES Conductor Id: 74095284,absolute,"LINESTRING Z (115.51739346461476 -28.53974430023848 283.028089662342, 115.51743540614714 -28.53974725708332 282.888399128807, 115.51747734768247 -28.539750213915195 282.777690351559, 115.51751928922079 -28.539753170734272 282.695957850024, 115.51756123076206 -28.539756127540482 282.643197578081, 115.51760317230627 -28.53975908433383 282.619406923862, 115.51764511385345 -28.539762041114198 282.624584709623, 115.51768705540356 -28.539764997881793 282.65873119169, 115.51772899695663 -28.5397679546365 282.721848060463, 115.51777093851265 -28.539770911378348 282.813938440508, 115.51781288007166 -28.539773868107225 282.935006890706)"
6.6kV,74095285,35506400,7501733,Sep 17 2021  1:26AM,ROAMES Conductor Id: 74095285,absolute,"LINESTRING Z (115.51739443740779 -28.53973526195351 283.188104396061, 115.51743638999028 -28.53973827518075 283.030335033061, 115.51747834257576 -28.53974128839511 282.905393388146, 115.51752029516426 -28.53974430159659 282.813271533753, 115.51756224775573 -28.539747314785195 282.753963624738, 115.51760420035022 -28.539750327961002 282.727465898007, 115.5176461529477 -28.539753341123845 282.733776672276, 115.51768810554819 -28.539756354273816 282.772896347964, 115.5177300581517 -28.53975936741089 282.84482740722, 115.5177720107582 -28.539762380535098 282.949574414078, 115.51781396336769 -28.53976539364643 283.087144014749)"
6.6kV,74095299,35506409,7498888,Sep 17 2021  1:26AM,ROAMES Conductor Id: 74095299,absolute,"LINESTRING Z (115.51220211891821 -28.543217025677958 288.108417067168, 115.51224430830199 -28.543184537450728 287.901919459874, 115.51228649765999 -28.543152049209198 287.764716998659, 115.51232868699226 -28.54311956095342 287.696787747153, 115.51237087629876 -28.543087072683424 287.698120844609, 115.51241306557952 -28.54305458439929 287.768716504168, 115.51245525483452 -28.54302209610083 287.90858601289, 115.51249744406377 -28.542989607788154 288.117751733562, 115.51253963326727 -28.542957119461235 288.39624710827, 115.51258182244503 -28.5429246311201 288.744116663749, 115.512624011597 -28.542892142764817 289.161416018503)"
6.6kV,74095300,35506409,7498888,Sep 17 2021  1:26AM,ROAMES Conductor Id: 74095300,absolute,"LINESTRING Z (115.51220912864788 -28.543222555374097 288.820051869544, 115.51225119170263 -28.54319009627035 288.569073919848, 115.51229325473172 -28.543157637152454 288.386571787328, 115.51233531773514 -28.54312517802042 288.27251687634, 115.5123773807129 -28.54309271887423 288.226891316006, 115.512419443665 -28.543060259713908 288.24968795741, 115.51246150659148 -28.54302780053943 288.340910372481, 115.51250356949227 -28.54299534135081 288.500572854551, 115.51254563236742 -28.542962882148032 288.728700420597, 115.51258769521691 -28.54293042293113 289.025328815157, 115.51262975804073 -28.542897963700064 289.390504515933)"
6.6kV,74095301,35506409,7498888,Sep 17 2021  1:26AM,ROAMES Conductor Id: 74095301,absolute,"LINESTRING Z (115.51221446826655 -28.543228501942476 288.189816049177, 115.51225666172476 -28.543196122613207 288.000340971843, 115.51229885515731 -28.543163743269613 287.876488528662, 115.51234104856421 -28.543131363911804 287.818240908542, 115.51238324194543 -28.54309898453976 287.825589734954, 115.51242543530098 -28.54306660515358 287.898536064723, 115.51246762863086 -28.543034225753082 288.037090388187, 115.51250982193508 -28.54300184633836 288.241272630699, 115.51255201521364 -28.542969466909504 288.511112155496, 115.51259420846655 -28.54293708746633 288.846647767919, 115.51263640169378 -28.542904708008923 289.247927720996)"
6.6kV,74095318,35506415,7498536,Sep 17 2021  1:26AM,ROAMES Conductor Id: 74095318,absolute,"LINESTRING Z (115.51526845250503 -28.539587362141198 283.395639490976, 115.51522959935006 -28.53958231537853 283.165257250082, 115.51519074619932 -28.539577268604873 282.99035162645, 115.51515189305282 -28.539572221820237 282.870886270042, 115.51511303991052 -28.539567175024512 282.806836352778, 115.51507418677242 -28.539562128217895 282.798188563382, 115.51503533363858 -28.53955708140029 282.844941104614, 115.51499648050897 -28.539552034571706 282.947103692895, 115.51495762738357 -28.539546987732027 283.104697560327, 115.5149187742624 -28.539541940881467 283.317755459109, 115.51487992114542 -28.539536894019914 283.586321668337)"
6.6kV,74095319,35506415,7498536,Sep 17 2021  1:26AM,ROAMES Conductor Id: 74095319,absolute,"LINESTRING Z (115.51526972691937 -28.5395788664197 283.154059362646, 115.51523079255381 -28.539574361170757 282.79265386901, 115.51519185819203 -28.539569855910838 282.504432322102, 115.51515292383412 -28.539565350639876 282.289290912533, 115.51511398948006 -28.53956084535778 282.147152152346, 115.51507505512983 -28.53955634006472 282.077964847109, 115.51503612078342 -28.53955183476062 282.08170407748, 115.51499718644087 -28.53954732944538 282.158371190223, 115.51495825210213 -28.53954282411918 282.307993798704, 115.51491931776727 -28.539538318781837 282.530625792826, 115.51488038343622 -28.539533813433554 282.826347358447)"
6.6kV,74095320,35506415,7498536,Sep 17 2021  1:26AM,ROAMES Conductor Id: 74095320,absolute,"LINESTRING Z (115.51526709372848 -28.53959428042052 283.347598313057, 115.5152283949807 -28.53958844210833 282.996912749628, 115.5151896962377 -28.539582603785252 282.7493702068, 115.51515099749945 -28.539576765451216 282.60479333313, 115.51511229876601 -28.539570927106386 282.563078546761, 115.51507360003734 -28.539565088750674 282.624195961204, 115.51503490131344 -28.539559250383995 282.788189363928, 115.51499620259433 -28.539553412006526 283.055176247731, 115.51495750388001 -28.539547573618172 283.42534789492, 115.51491880517044 -28.539541735218865 283.898969514351, 115.51488010646568 -28.53953589680875 284.47638043144)"
6.6kV,74095346,35506425,7498876,Sep 17 2021  1:26AM,ROAMES Conductor Id: 74095346,absolute,"LINESTRING Z (115.51381115582102 -28.541984549708893 292.910425384777, 115.51376990648247 -28.542016162684437 292.672531365735, 115.51372865711942 -28.542047775646466 292.485302706717, 115.51368740773187 -28.542079388594818 292.348722608474, 115.51364615831983 -28.542111001529566 292.262778816239, 115.51360490888327 -28.542142614450817 292.227463618634, 115.51356365942225 -28.54217422735838 292.242773846974, 115.5135224099367 -28.542205840252347 292.30871087498, 115.51348116042668 -28.54223745313281 292.425280618909, 115.51343991089213 -28.542269065999594 292.592493538079, 115.51339866133313 -28.542300678852865 292.810364635812)"
6.6kV,74095347,35506425,7498876,Sep 17 2021  1:26AM,ROAMES Conductor Id: 74095347,absolute,"LINESTRING Z (115.51382489401509 -28.541995850037075 292.885006274468, 115.51378353942339 -28.542027493212707 292.629753591321, 115.5137421848071 -28.54205913637457 292.429765434479, 115.51370083016621 -28.54209077952278 292.285020538479, 115.51365947550077 -28.542122422657418 292.195503512071, 115.51361812081075 -28.54215406577831 292.161204836586, 115.51357676609612 -28.54218570888552 292.182120864922, 115.51353541135694 -28.54221735197918 292.258253821155, 115.51349405659317 -28.542248995059076 292.389611800779, 115.51345270180481 -28.54228063812531 292.576208771562, 115.51341134699187 -28.54231228117797 292.818064575038)"
